Country,Destination,Month,Popularity,MinTemp,MaxTemp,Precipitation
India,Jaipur,February,2,11°,26°,4%
India,Jaipur,March,2,16°,32°,3%
India,Jaipur,April,2,22°,37°,4%
India,Jaipur,May,2.5,26°,41°,6%
India,Jaipur,June,3,27°,39°,18%
India,Jaipur,July,2.5,25°,34°,42%
India,Jaipur,August,2,24°,33°,42%
India,Jaipur,September,1.5,23°,34°,18%
India,Jaipur,October,1.5,19°,34°,5%
India,Jaipur,November,2,13°,29°,2%
India,Jaipur,December,2.5,9°,24°,2%
India,Jaipur,January,2.5,8°,22°,3%
India,Varanasi,February,2.5,,,
India,Varanasi,March,2.5,,,
India,Varanasi,April,2.5,,,
India,Varanasi,May,3,,,
India,Varanasi,June,3,,,
India,Varanasi,July,3,,,
India,Varanasi,August,2,,,
India,Varanasi,September,1.5,,,
India,Varanasi,October,1.5,,,
India,Varanasi,November,2,,,
India,Varanasi,December,2,,,
India,Varanasi,January,2,,,
India,Agra,February,2,,,
India,Agra,March,2.5,,,
India,Agra,April,2,,,
India,Agra,May,2,,,
India,Agra,June,3,,,
India,Agra,July,2,,,
India,Agra,August,1.5,,,
India,Agra,September,1.5,,,
India,Agra,October,2,,,
India,Agra,November,2,,,
India,Agra,December,3,,,
India,Agra,January,2.5,,,
India,Khajuraho,February,2.5,,,
India,Khajuraho,March,2.5,,,
India,Khajuraho,April,1.5,,,
India,Khajuraho,May,1.5,,,
India,Khajuraho,June,1.5,,,
India,Khajuraho,July,2,,,
India,Khajuraho,August,2.5,,,
India,Khajuraho,September,2,,,
India,Khajuraho,October,3,,,
India,Khajuraho,November,2,,,
India,Khajuraho,December,2.5,,,
India,Khajuraho,January,2.5,,,
India,Madurai,February,2,,,
India,Madurai,March,2,,,
India,Madurai,April,3,,,
India,Madurai,May,3,,,
India,Madurai,June,3,,,
India,Madurai,July,2.5,,,
India,Madurai,August,2,,,
India,Madurai,September,1.5,,,
India,Madurai,October,1.5,,,
India,Madurai,November,1.5,,,
India,Madurai,December,2.5,,,
India,Madurai,January,2.5,,,
India,Udaipur,February,2,,,
India,Udaipur,March,2,,,
India,Udaipur,April,1.5,,,
India,Udaipur,May,2,,,
India,Udaipur,June,2.5,,,
India,Udaipur,July,2,,,
India,Udaipur,August,2,,,
India,Udaipur,September,1.5,,,
India,Udaipur,October,2,,,
India,Udaipur,November,2.5,,,
India,Udaipur,December,3.5,,,
India,Udaipur,January,3,,,
India,Vrindavan,February,1.5,,,
India,Vrindavan,March,3,,,
India,Vrindavan,April,2,,,
India,Vrindavan,May,2.5,,,
India,Vrindavan,June,3.5,,,
India,Vrindavan,July,3,,,
India,Vrindavan,August,3,,,
India,Vrindavan,September,1.5,,,
India,Vrindavan,October,1.5,,,
India,Vrindavan,November,1.5,,,
India,Vrindavan,December,1.5,,,
India,Vrindavan,January,1.5,,,
India,Mysuru,February,1.5,,,
India,Mysuru,March,1.5,,,
India,Mysuru,April,2,,,
India,Mysuru,May,3.5,,,
India,Mysuru,June,3,,,
India,Mysuru,July,2.5,,,
India,Mysuru,August,1.5,,,
India,Mysuru,September,1.5,,,
India,Mysuru,October,2.5,,,
India,Mysuru,November,1.5,,,
India,Mysuru,December,2.5,,,
India,Mysuru,January,2,,,
India,Thanjavur,February,2,,,
India,Thanjavur,March,2.5,,,
India,Thanjavur,April,2.5,,,
India,Thanjavur,May,3,,,
India,Thanjavur,June,3,,,
India,Thanjavur,July,2.5,,,
India,Thanjavur,August,2,,,
India,Thanjavur,September,1.5,,,
India,Thanjavur,October,1.5,,,
India,Thanjavur,November,1.5,,,
India,Thanjavur,December,2.5,,,
India,Thanjavur,January,2.5,,,
India,New Delhi,February,2,10°,24°,8%
India,New Delhi,March,2.5,16°,30°,7%
India,New Delhi,April,2.5,21°,37°,4%
India,New Delhi,May,2.5,26°,40°,6%
India,New Delhi,June,3,28°,39°,17%
India,New Delhi,July,2.5,27°,35°,39%
India,New Delhi,August,2,26°,34°,40%
India,New Delhi,September,1.5,25°,34°,23%
India,New Delhi,October,1.5,19°,33°,3%
India,New Delhi,November,2,13°,28°,2%
India,New Delhi,December,2.5,8°,23°,4%
India,New Delhi,January,2.5,8°,21°,6%
India,Hampi,February,2,,,
India,Hampi,March,2.5,,,
India,Hampi,April,1.5,,,
India,Hampi,May,1.5,,,
India,Hampi,June,2,,,
India,Hampi,July,1.5,,,
India,Hampi,August,1.5,,,
India,Hampi,September,1.5,,,
India,Hampi,October,2,,,
India,Hampi,November,3,,,
India,Hampi,December,4,,,
India,Hampi,January,3,,,
India,Tirupati,February,1.5,,,
India,Tirupati,March,2.5,,,
India,Tirupati,April,2.5,,,
India,Tirupati,May,3,,,
India,Tirupati,June,3.5,,,
India,Tirupati,July,3,,,
India,Tirupati,August,2,,,
India,Tirupati,September,1.5,,,
India,Tirupati,October,1.5,,,
India,Tirupati,November,1.5,,,
India,Tirupati,December,2,,,
India,Tirupati,January,2,,,
India,Jodhpur,February,2,12°,29°,3%
India,Jodhpur,March,2,18°,34°,2%
India,Jodhpur,April,2,23°,39°,3%
India,Jodhpur,May,2.5,27°,41°,3%
India,Jodhpur,June,2.5,28°,40°,7%
India,Jodhpur,July,2,27°,36°,25%
India,Jodhpur,August,1.5,26°,34°,27%
India,Jodhpur,September,1.5,25°,36°,7%
India,Jodhpur,October,2,20°,36°,2%
India,Jodhpur,November,2,15°,32°,1%
India,Jodhpur,December,3,11°,27°,1%
India,Jodhpur,January,2.5,10°,26°,2%
India,Ayodhya,February,2.5,,,
India,Ayodhya,March,3,,,
India,Ayodhya,April,2.5,,,
India,Ayodhya,May,3,,,
India,Ayodhya,June,3,,,
India,Ayodhya,July,3,,,
India,Ayodhya,August,2.5,,,
India,Ayodhya,September,1.5,,,
India,Ayodhya,October,1.5,,,
India,Ayodhya,November,2.5,,,
India,Ayodhya,December,1.5,,,
India,Ayodhya,January,1.5,,,
India,Mumbai,February,2,18°,32°,0%
India,Mumbai,March,2.5,21°,33°,0%
India,Mumbai,April,2.5,24°,33°,1%
India,Mumbai,May,3,27°,34°,4%
India,Mumbai,June,3,26°,32°,53%
India,Mumbai,July,2,25°,30°,75%
India,Mumbai,August,2,25°,30°,74%
India,Mumbai,September,1.5,25°,31°,54%
India,Mumbai,October,1.5,24°,34°,14%
India,Mumbai,November,2,21°,34°,4%
India,Mumbai,December,2.5,18°,32°,1%
India,Mumbai,January,2.5,17°,31°,1%
India,Bengaluru,February,2,18°,31°,2%
India,Bengaluru,March,2,20°,33°,3%
India,Bengaluru,April,2.5,22°,34°,11%
India,Bengaluru,May,3,22°,33°,31%
India,Bengaluru,June,3,20°,29°,27%
India,Bengaluru,July,3,20°,28°,32%
India,Bengaluru,August,2.5,20°,28°,39%
India,Bengaluru,September,1.5,20°,28°,40%
India,Bengaluru,October,1.5,19°,28°,36%
India,Bengaluru,November,1.5,18°,27°,19%
India,Bengaluru,December,2,16°,27°,6%
India,Bengaluru,January,2,16°,28°,1%
India,Kolkata,February,2,16°,29°,6%
India,Kolkata,March,2,21°,34°,8%
India,Kolkata,April,2.5,24°,36°,14%
India,Kolkata,May,2.5,25°,36°,25%
India,Kolkata,June,3,26°,34°,48%
India,Kolkata,July,2.5,25°,33°,59%
India,Kolkata,August,1.5,26°,33°,59%
India,Kolkata,September,1.5,25°,33°,49%
India,Kolkata,October,1.5,23°,32°,23%
India,Kolkata,November,1.5,19°,30°,4%
India,Kolkata,December,3,13°,27°,3%
India,Kolkata,January,3,12°,26°,4%
India,Chennai,February,2,22°,32°,3%
India,Chennai,March,2.5,24°,34°,2%
India,Chennai,April,2.5,26°,36°,3%
India,Chennai,May,3,28°,38°,7%
India,Chennai,June,3,27°,37°,21%
India,Chennai,July,3,26°,36°,30%
India,Chennai,August,2,25°,35°,36%
India,Chennai,September,1.5,25°,34°,32%
India,Chennai,October,1.5,24°,32°,43%
India,Chennai,November,1.5,23°,30°,45%
India,Chennai,December,2.5,21°,29°,24%
India,Chennai,January,2.5,21°,30°,5%
India,Kochi,February,2,,,
India,Kochi,March,2,,,
India,Kochi,April,2.5,,,
India,Kochi,May,3,,,
India,Kochi,June,3,,,
India,Kochi,July,2.5,,,
India,Kochi,August,2,,,
India,Kochi,September,1.5,,,
India,Kochi,October,1.5,,,
India,Kochi,November,1.5,,,
India,Kochi,December,3,,,
India,Kochi,January,2.5,,,
India,Hyderabad,February,1.5,18°,33°,2%
India,Hyderabad,March,2,21°,36°,3%
India,Hyderabad,April,2,25°,39°,5%
India,Hyderabad,May,3,26°,40°,9%
India,Hyderabad,June,3,24°,35°,31%
India,Hyderabad,July,2.5,23°,31°,39%
India,Hyderabad,August,2,22°,30°,41%
India,Hyderabad,September,1.5,22°,31°,34%
India,Hyderabad,October,1.5,21°,31°,19%
India,Hyderabad,November,2,17°,30°,7%
India,Hyderabad,December,2.5,15°,29°,2%
India,Hyderabad,January,2.5,16°,30°,2%
India,Calangute,February,,21°,32°,0%
India,Calangute,March,,23°,33°,0%
India,Calangute,April,,25°,33°,1%
India,Calangute,May,,26°,34°,9%
India,Calangute,June,,25°,30°,75%
India,Calangute,July,,24°,29°,87%
India,Calangute,August,,24°,29°,82%
India,Calangute,September,,24°,30°,52%
India,Calangute,October,,24°,32°,22%
India,Calangute,November,,22°,33°,10%
India,Calangute,December,,21°,33°,1%
India,Calangute,January,,20°,32°,0%
India,Kovalam,February,2,25°,31°,6%
India,Kovalam,March,1.5,26°,32°,8%
India,Kovalam,April,2,27°,33°,26%
India,Kovalam,May,2.5,27°,32°,37%
India,Kovalam,June,3,25°,30°,60%
India,Kovalam,July,3,25°,30°,50%
India,Kovalam,August,2.5,25°,30°,40%
India,Kovalam,September,1,25°,30°,41%
India,Kovalam,October,2,25°,30°,46%
India,Kovalam,November,3,25°,30°,38%
India,Kovalam,December,3,24°,31°,17%
India,Kovalam,January,2.5,24°,31°,4%
India,Baga,February,,21°,32°,0%
India,Baga,March,,23°,33°,0%
India,Baga,April,,25°,33°,1%
India,Baga,May,,26°,34°,9%
India,Baga,June,,25°,30°,75%
India,Baga,July,,24°,29°,87%
India,Baga,August,,24°,29°,82%
India,Baga,September,,24°,30°,52%
India,Baga,October,,24°,32°,22%
India,Baga,November,,22°,33°,10%
India,Baga,December,,21°,33°,1%
India,Baga,January,,20°,32°,0%
India,Anjuna,February,,21°,32°,0%
India,Anjuna,March,,23°,33°,0%
India,Anjuna,April,,25°,33°,1%
India,Anjuna,May,,26°,34°,9%
India,Anjuna,June,,25°,30°,75%
India,Anjuna,July,,24°,29°,87%
India,Anjuna,August,,24°,29°,82%
India,Anjuna,September,,24°,30°,52%
India,Anjuna,October,,24°,32°,22%
India,Anjuna,November,,22°,33°,10%
India,Anjuna,December,,21°,33°,1%
India,Anjuna,January,,20°,32°,0%
India,Varkala,February,2,25°,31°,6%
India,Varkala,March,2.5,26°,32°,8%
India,Varkala,April,2,27°,33°,26%
India,Varkala,May,2,27°,32°,37%
India,Varkala,June,1.5,25°,30°,60%
India,Varkala,July,1.5,25°,30°,50%
India,Varkala,August,1.5,25°,30°,40%
India,Varkala,September,1.5,25°,30°,41%
India,Varkala,October,3,25°,30°,46%
India,Varkala,November,1.5,25°,30°,38%
India,Varkala,December,4,24°,31°,17%
India,Varkala,January,3.5,24°,31°,4%
India,Arambol,February,,21°,32°,0%
India,Arambol,March,,23°,33°,0%
India,Arambol,April,,25°,33°,1%
India,Arambol,May,,26°,34°,9%
India,Arambol,June,,25°,30°,75%
India,Arambol,July,,24°,29°,87%
India,Arambol,August,,24°,29°,82%
India,Arambol,September,,24°,30°,52%
India,Arambol,October,,24°,32°,22%
India,Arambol,November,,22°,33°,10%
India,Arambol,December,,21°,33°,1%
India,Arambol,January,,20°,32°,0%
India,Vagator,February,,21°,32°,0%
India,Vagator,March,,23°,33°,0%
India,Vagator,April,,25°,33°,1%
India,Vagator,May,,26°,34°,9%
India,Vagator,June,,25°,30°,75%
India,Vagator,July,,24°,29°,87%
India,Vagator,August,,24°,29°,82%
India,Vagator,September,,24°,30°,52%
India,Vagator,October,,24°,32°,22%
India,Vagator,November,,22°,33°,10%
India,Vagator,December,,21°,33°,1%
India,Vagator,January,,20°,32°,0%
India,Colva,February,,21°,32°,0%
India,Colva,March,,23°,33°,0%
India,Colva,April,,25°,33°,2%
India,Colva,May,,26°,34°,9%
India,Colva,June,,25°,31°,74%
India,Colva,July,,24°,29°,85%
India,Colva,August,,24°,29°,82%
India,Colva,September,,24°,30°,51%
India,Colva,October,,24°,32°,19%
India,Colva,November,,22°,33°,10%
India,Colva,December,,21°,33°,1%
India,Colva,January,,20°,32°,0%
India,Candolim,February,,21°,32°,0%
India,Candolim,March,,23°,33°,0%
India,Candolim,April,,25°,33°,1%
India,Candolim,May,,26°,34°,9%
India,Candolim,June,,25°,30°,75%
India,Candolim,July,,24°,29°,87%
India,Candolim,August,,24°,29°,82%
India,Candolim,September,,24°,30°,52%
India,Candolim,October,,24°,32°,22%
India,Candolim,November,,22°,33°,10%
India,Candolim,December,,21°,33°,1%
India,Candolim,January,,20°,32°,0%
India,Alappuzha,February,2,,,
India,Alappuzha,March,2.5,,,
India,Alappuzha,April,3,,,
India,Alappuzha,May,3,,,
India,Alappuzha,June,2.5,,,
India,Alappuzha,July,2.5,,,
India,Alappuzha,August,2,,,
India,Alappuzha,September,1.5,,,
India,Alappuzha,October,1.5,,,
India,Alappuzha,November,1.5,,,
India,Alappuzha,December,3,,,
India,Alappuzha,January,2.5,,,
India,Pune,February,2,12°,32°,1%
India,Pune,March,2,16°,36°,1%
India,Pune,April,2.5,20°,38°,3%
India,Pune,May,3,23°,37°,8%
India,Pune,June,3,23°,32°,37%
India,Pune,July,2.5,22°,28°,51%
India,Pune,August,2,22°,28°,47%
India,Pune,September,1.5,21°,29°,35%
India,Pune,October,1.5,18°,32°,17%
India,Pune,November,1.5,14°,30°,5%
India,Pune,December,2.5,11°,29°,1%
India,Pune,January,2,11°,30°,1%
India,Ahmedabad,February,2,14°,31°,1%
India,Ahmedabad,March,2.5,19°,36°,0%
India,Ahmedabad,April,2.5,24°,40°,1%
India,Ahmedabad,May,3,26°,42°,1%
India,Ahmedabad,June,3,27°,38°,15%
India,Ahmedabad,July,3,26°,33°,40%
India,Ahmedabad,August,2,25°,32°,41%
India,Ahmedabad,September,1.5,24°,34°,22%
India,Ahmedabad,October,1.5,21°,36°,2%
India,Ahmedabad,November,1.5,16°,33°,2%
India,Ahmedabad,December,2,13°,29°,1%
India,Ahmedabad,January,2.5,12°,28°,1%
India,Thiruvananthapuram,February,2.5,23°,33°,6%
India,Thiruvananthapuram,March,2.5,24°,34°,8%
India,Thiruvananthapuram,April,2.5,25°,33°,26%
India,Thiruvananthapuram,May,3,25°,33°,37%
India,Thiruvananthapuram,June,2.5,24°,31°,60%
India,Thiruvananthapuram,July,2.5,23°,30°,50%
India,Thiruvananthapuram,August,2,23°,30°,40%
India,Thiruvananthapuram,September,1.5,24°,31°,41%
India,Thiruvananthapuram,October,1.5,23°,31°,46%
India,Thiruvananthapuram,November,1.5,23°,31°,38%
India,Thiruvananthapuram,December,2.5,23°,32°,17%
India,Thiruvananthapuram,January,2.5,22°,32°,4%
India,Jim Corbett National Park,February,1.5,,,
India,Jim Corbett National Park,March,2,,,
India,Jim Corbett National Park,April,2,,,
India,Jim Corbett National Park,May,3.5,,,
India,Jim Corbett National Park,June,4,,,
India,Jim Corbett National Park,July,1.5,,,
India,Jim Corbett National Park,August,1.5,,,
India,Jim Corbett National Park,September,0.5,,,
India,Jim Corbett National Park,October,2,,,
India,Jim Corbett National Park,November,3,,,
India,Jim Corbett National Park,December,3,,,
India,Jim Corbett National Park,January,1.5,,,
India,Keoladeo National Park,February,2.5,,,
India,Keoladeo National Park,March,3,,,
India,Keoladeo National Park,April,2.5,,,
India,Keoladeo National Park,May,2.5,,,
India,Keoladeo National Park,June,3,,,
India,Keoladeo National Park,July,2,,,
India,Keoladeo National Park,August,1.5,,,
India,Keoladeo National Park,September,1.5,,,
India,Keoladeo National Park,October,1.5,,,
India,Keoladeo National Park,November,1.5,,,
India,Keoladeo National Park,December,3,,,
India,Keoladeo National Park,January,3,,,
India,Bannerghatta Biological Park,February,,18°,31°,2%
India,Bannerghatta Biological Park,March,,20°,33°,3%
India,Bannerghatta Biological Park,April,,22°,34°,11%
India,Bannerghatta Biological Park,May,,22°,33°,31%
India,Bannerghatta Biological Park,June,,20°,29°,27%
India,Bannerghatta Biological Park,July,,20°,28°,32%
India,Bannerghatta Biological Park,August,,20°,28°,39%
India,Bannerghatta Biological Park,September,,20°,28°,40%
India,Bannerghatta Biological Park,October,,19°,28°,36%
India,Bannerghatta Biological Park,November,,18°,27°,19%
India,Bannerghatta Biological Park,December,,16°,27°,6%
India,Bannerghatta Biological Park,January,,16°,28°,1%
India,Periyar National Park,February,1,,,
India,Periyar National Park,March,1,,,
India,Periyar National Park,April,1.5,,,
India,Periyar National Park,May,1,,,
India,Periyar National Park,June,1,,,
India,Periyar National Park,July,1,,,
India,Periyar National Park,August,1,,,
India,Periyar National Park,September,0.5,,,
India,Periyar National Park,October,0.5,,,
India,Periyar National Park,November,1.5,,,
India,Periyar National Park,December,4,,,
India,Periyar National Park,January,4,,,
India,Sanjay Gandhi National Park,February,,16°,30°,0%
India,Sanjay Gandhi National Park,March,,19°,31°,0%
India,Sanjay Gandhi National Park,April,,22°,31°,1%
India,Sanjay Gandhi National Park,May,,24°,31°,4%
India,Sanjay Gandhi National Park,June,,24°,30°,51%
India,Sanjay Gandhi National Park,July,,23°,28°,74%
India,Sanjay Gandhi National Park,August,,23°,28°,72%
India,Sanjay Gandhi National Park,September,,22°,29°,55%
India,Sanjay Gandhi National Park,October,,21°,31°,13%
India,Sanjay Gandhi National Park,November,,19°,32°,3%
India,Sanjay Gandhi National Park,December,,16°,30°,1%
India,Sanjay Gandhi National Park,January,,15°,29°,0%
India,Ellora Caves,February,,14°,31°,2%
India,Ellora Caves,March,,18°,35°,2%
India,Ellora Caves,April,,22°,38°,2%
India,Ellora Caves,May,,24°,39°,6%
India,Ellora Caves,June,,23°,34°,30%
India,Ellora Caves,July,,22°,29°,42%
India,Ellora Caves,August,,21°,28°,41%
India,Ellora Caves,September,,21°,30°,34%
India,Ellora Caves,October,,18°,31°,13%
India,Ellora Caves,November,,14°,30°,5%
India,Ellora Caves,December,,11°,28°,3%
India,Ellora Caves,January,,12°,29°,1%
India,Jaisalmer,February,2.5,12°,28°,3%
India,Jaisalmer,March,2,18°,34°,2%
India,Jaisalmer,April,1.5,23°,39°,1%
India,Jaisalmer,May,1.5,26°,42°,3%
India,Jaisalmer,June,1.5,27°,42°,6%
India,Jaisalmer,July,2,27°,38°,16%
India,Jaisalmer,August,1.5,26°,37°,14%
India,Jaisalmer,September,1.5,25°,37°,5%
India,Jaisalmer,October,2,22°,37°,2%
India,Jaisalmer,November,3,15°,31°,0%
India,Jaisalmer,December,3.5,10°,26°,1%
India,Jaisalmer,January,3,9°,24°,1%
India,Kodaikanal,February,1.5,,,
India,Kodaikanal,March,1.5,,,
India,Kodaikanal,April,3,,,
India,Kodaikanal,May,4,,,
India,Kodaikanal,June,4,,,
India,Kodaikanal,July,2.5,,,
India,Kodaikanal,August,2,,,
India,Kodaikanal,September,1.5,,,
India,Kodaikanal,October,1.5,,,
India,Kodaikanal,November,1.5,,,
India,Kodaikanal,December,1.5,,,
India,Kodaikanal,January,1.5,,,
India,Ooty,February,1.5,,,
India,Ooty,March,1.5,,,
India,Ooty,April,3.5,,,
India,Ooty,May,4,,,
India,Ooty,June,4,,,
India,Ooty,July,1.5,,,
India,Ooty,August,1.5,,,
India,Ooty,September,1.5,,,
India,Ooty,October,1.5,,,
India,Ooty,November,1.5,,,
India,Ooty,December,1.5,,,
India,Ooty,January,1.5,,,
India,Pushkar,February,1.5,,,
India,Pushkar,March,3,,,
India,Pushkar,April,1.5,,,
India,Pushkar,May,2,,,
India,Pushkar,June,2.5,,,
India,Pushkar,July,2.5,,,
India,Pushkar,August,2.5,,,
India,Pushkar,September,1.5,,,
India,Pushkar,October,1.5,,,
India,Pushkar,November,3.5,,,
India,Pushkar,December,2.5,,,
India,Pushkar,January,2,,,
India,Munnar,February,1.5,,,
India,Munnar,March,3,,,
India,Munnar,April,3.5,,,
India,Munnar,May,4,,,
India,Munnar,June,3,,,
India,Munnar,July,1.5,,,
India,Munnar,August,1.5,,,
India,Munnar,September,1,,,
India,Munnar,October,1.5,,,
India,Munnar,November,1.5,,,
India,Munnar,December,2,,,
India,Munnar,January,2.5,,,
India,Aurangabad,February,1.5,15°,32°,2%
India,Aurangabad,March,2,19°,36°,2%
India,Aurangabad,April,2.5,23°,39°,2%
India,Aurangabad,May,2.5,25°,39°,6%
India,Aurangabad,June,3,23°,34°,30%
India,Aurangabad,July,3,22°,30°,42%
India,Aurangabad,August,2,22°,29°,41%
India,Aurangabad,September,1.5,21°,30°,34%
India,Aurangabad,October,1.5,19°,32°,13%
India,Aurangabad,November,2,15°,30°,5%
India,Aurangabad,December,2.5,12°,29°,3%
India,Aurangabad,January,2,12°,29°,1%
India,Jog Falls,February,1,,,
India,Jog Falls,March,1,,,
India,Jog Falls,April,1,,,
India,Jog Falls,May,1,,,
India,Jog Falls,June,3,,,
India,Jog Falls,July,4,,,
India,Jog Falls,August,4,,,
India,Jog Falls,September,3,,,
India,Jog Falls,October,4,,,
India,Jog Falls,November,2.5,,,
India,Jog Falls,December,3.5,,,
India,Jog Falls,January,2,,,
India,Gurugram,February,1.5,11°,24°,8%
India,Gurugram,March,2,16°,30°,7%
India,Gurugram,April,3,23°,37°,4%
India,Gurugram,May,3,27°,40°,6%
India,Gurugram,June,3.5,28°,39°,17%
India,Gurugram,July,3,28°,35°,39%
India,Gurugram,August,2,27°,34°,40%
India,Gurugram,September,1.5,25°,34°,23%
India,Gurugram,October,1.5,21°,33°,3%
India,Gurugram,November,1.5,14°,28°,2%
India,Gurugram,December,2,9°,22°,4%
India,Gurugram,January,1.5,8°,20°,6%
India,Surat,February,2,17°,32°,0%
India,Surat,March,2,21°,35°,0%
India,Surat,April,2.5,24°,37°,0%
India,Surat,May,3,27°,36°,2%
India,Surat,June,3,27°,34°,28%
India,Surat,July,2,26°,31°,54%
India,Surat,August,1.5,26°,31°,47%
India,Surat,September,1.5,25°,32°,30%
India,Surat,October,1.5,24°,35°,6%
India,Surat,November,2,20°,34°,1%
India,Surat,December,2.5,17°,32°,0%
India,Surat,January,2.5,15°,31°,1%
India,Noida,February,1.5,10°,24°,8%
India,Noida,March,1.5,16°,30°,7%
India,Noida,April,2.5,21°,37°,4%
India,Noida,May,3.5,26°,40°,6%
India,Noida,June,4,28°,39°,17%
India,Noida,July,3,27°,35°,39%
India,Noida,August,1.5,26°,34°,40%
India,Noida,September,1.5,25°,34°,23%
India,Noida,October,1.5,19°,33°,3%
India,Noida,November,1.5,13°,28°,2%
India,Noida,December,1.5,8°,23°,4%
India,Noida,January,1.5,8°,21°,6%
India,Sawai Madhopur,February,2,,,
India,Sawai Madhopur,March,3,,,
India,Sawai Madhopur,April,3,,,
India,Sawai Madhopur,May,3,,,
India,Sawai Madhopur,June,3,,,
India,Sawai Madhopur,July,3,,,
India,Sawai Madhopur,August,2,,,
India,Sawai Madhopur,September,1.5,,,
India,Sawai Madhopur,October,1.5,,,
India,Sawai Madhopur,November,1.5,,,
India,Sawai Madhopur,December,1.5,,,
India,Sawai Madhopur,January,2,,,
India,Devaliya,February,,16°,29°,0%
India,Devaliya,March,,19°,31°,0%
India,Devaliya,April,,22°,31°,0%
India,Devaliya,May,,25°,32°,1%
India,Devaliya,June,,26°,31°,21%
India,Devaliya,July,,26°,29°,40%
India,Devaliya,August,,25°,29°,40%
India,Devaliya,September,,24°,30°,22%
India,Devaliya,October,,22°,33°,3%
India,Devaliya,November,,20°,32°,1%
India,Devaliya,December,,16°,29°,0%
India,Devaliya,January,,14°,28°,1%
India,Bharatpur,February,1.5,,,
India,Bharatpur,March,2.5,,,
India,Bharatpur,April,2.5,,,
India,Bharatpur,May,3,,,
India,Bharatpur,June,3.5,,,
India,Bharatpur,July,2.5,,,
India,Bharatpur,August,2.5,,,
India,Bharatpur,September,1.5,,,
India,Bharatpur,October,1.5,,,
India,Bharatpur,November,2,,,
India,Bharatpur,December,1.5,,,
India,Bharatpur,January,1.5,,,
India,Rishikesh,February,1.5,11°,25°,23%
India,Rishikesh,March,2,15°,30°,20%
India,Rishikesh,April,2.5,20°,36°,10%
India,Rishikesh,May,3.5,23°,38°,15%
India,Rishikesh,June,4,25°,37°,48%
India,Rishikesh,July,3,25°,33°,72%
India,Rishikesh,August,1.5,25°,33°,74%
India,Rishikesh,September,1.5,23°,33°,53%
India,Rishikesh,October,1.5,19°,32°,10%
India,Rishikesh,November,1.5,13°,28°,1%
India,Rishikesh,December,1.5,10°,25°,3%
India,Rishikesh,January,1.5,9°,23°,13%
India,Haridwar,February,1.5,,,
India,Haridwar,March,1.5,,,
India,Haridwar,April,2.5,,,
India,Haridwar,May,4,,,
India,Haridwar,June,4,,,
India,Haridwar,July,3.5,,,
India,Haridwar,August,2,,,
India,Haridwar,September,1.5,,,
India,Haridwar,October,1.5,,,
India,Haridwar,November,1.5,,,
India,Haridwar,December,1.5,,,
India,Haridwar,January,1.5,,,
India,Dharamshala,February,1.5,,,
India,Dharamshala,March,2,,,
India,Dharamshala,April,2.5,,,
India,Dharamshala,May,3.5,,,
India,Dharamshala,June,4,,,
India,Dharamshala,July,3,,,
India,Dharamshala,August,1.5,,,
India,Dharamshala,September,1.5,,,
India,Dharamshala,October,1.5,,,
India,Dharamshala,November,1.5,,,
India,Dharamshala,December,1.5,,,
India,Dharamshala,January,1.5,,,
India,Coimbatore,February,2,20°,33°,3%
India,Coimbatore,March,2.5,22°,36°,3%
India,Coimbatore,April,2.5,24°,37°,9%
India,Coimbatore,May,3,23°,35°,17%
India,Coimbatore,June,3,23°,32°,12%
India,Coimbatore,July,3,22°,31°,16%
India,Coimbatore,August,2,22°,32°,14%
India,Coimbatore,September,1.5,22°,32°,17%
India,Coimbatore,October,1.5,22°,32°,35%
India,Coimbatore,November,1.5,21°,30°,27%
India,Coimbatore,December,2,19°,30°,8%
India,Coimbatore,January,2,19°,31°,2%
India,Munger,February,2,,,
India,Munger,March,3,,,
India,Munger,April,3,,,
India,Munger,May,3,,,
India,Munger,June,3,,,
India,Munger,July,2.5,,,
India,Munger,August,2,,,
India,Munger,September,1.5,,,
India,Munger,October,2,,,
India,Munger,November,1.5,,,
India,Munger,December,1.5,,,
India,Munger,January,2,,,
India,Puducherry,February,2,21°,31°,2%
India,Puducherry,March,2,23°,32°,3%
India,Puducherry,April,2,26°,34°,3%
India,Puducherry,May,2.5,27°,37°,4%
India,Puducherry,June,3,26°,37°,10%
India,Puducherry,July,2.5,26°,36°,18%
India,Puducherry,August,2.5,25°,35°,26%
India,Puducherry,September,1.5,25°,34°,23%
India,Puducherry,October,1.5,24°,32°,34%
India,Puducherry,November,1.5,23°,30°,42%
India,Puducherry,December,3,21°,29°,24%
India,Puducherry,January,3,21°,29°,6%
India,Puri,February,2,,,
India,Puri,March,2.5,,,
India,Puri,April,2,,,
India,Puri,May,1.5,,,
India,Puri,June,2.5,,,
India,Puri,July,3.5,,,
India,Puri,August,2.5,,,
India,Puri,September,1.5,,,
India,Puri,October,1.5,,,
India,Puri,November,1.5,,,
India,Puri,December,3,,,
India,Puri,January,3,,,
India,Chandigarh,February,2,,,
India,Chandigarh,March,2,,,
India,Chandigarh,April,2.5,,,
India,Chandigarh,May,3,,,
India,Chandigarh,June,3,,,
India,Chandigarh,July,3,,,
India,Chandigarh,August,2,,,
India,Chandigarh,September,1.5,,,
India,Chandigarh,October,1.5,,,
India,Chandigarh,November,2,,,
